timestamp,steps,data source
2026-02-01T00:00:00Z,8,Charge 6
2026-02-01T00:02:00Z,16,Charge 6
2026-02-01T00:04:00Z,23,Charge 6
2026-02-01T00:05:00Z,14,Charge 6
2026-02-01T00:06:00Z,14,Charge 6
2026-02-01T00:07:00Z,9,Charge 6
2026-02-01T00:08:00Z,11,Charge 6
2026-02-01T00:09:00Z,7,Charge 6
2026-02-01T00:23:00Z,20,Charge 6
2026-02-01T00:24:00Z,15,Charge 6
2026-02-01T00:25:00Z,17,Charge 6
2026-02-01T01:28:00Z,39,Charge 6
2026-02-01T01:29:00Z,25,Charge 6
2026-02-01T01:31:00Z,34,Charge 6
2026-02-01T01:32:00Z,9,Charge 6
2026-02-01T01:33:00Z,61,Charge 6
2026-02-01T01:34:00Z,108,Charge 6
2026-02-01T01:35:00Z,113,Charge 6
2026-02-01T01:36:00Z,112,Charge 6
2026-02-01T01:37:00Z,111,Charge 6
2026-02-01T01:38:00Z,114,Charge 6
2026-02-01T01:39:00Z,113,Charge 6
2026-02-01T01:40:00Z,111,Charge 6
2026-02-01T01:41:00Z,27,Charge 6
2026-02-01T01:46:00Z,28,Charge 6
2026-02-01T01:47:00Z,102,Charge 6
2026-02-01T01:48:00Z,108,Charge 6
2026-02-01T01:49:00Z,108,Charge 6
2026-02-01T01:50:00Z,112,Charge 6
2026-02-01T01:51:00Z,102,Charge 6
2026-02-01T01:52:00Z,107,Charge 6
2026-02-01T01:53:00Z,111,Charge 6
2026-02-01T01:54:00Z,72,Charge 6
2026-02-01T02:08:00Z,49,Charge 6
2026-02-01T02:09:00Z,32,Charge 6
2026-02-01T02:10:00Z,44,Charge 6
2026-02-01T02:11:00Z,24,Charge 6
2026-02-01T02:12:00Z,8,Charge 6
2026-02-01T02:15:00Z,18,Charge 6
2026-02-01T02:16:00Z,8,Charge 6
2026-02-01T02:22:00Z,107,Charge 6
2026-02-01T02:33:00Z,24,Charge 6
2026-02-01T02:34:00Z,106,Charge 6
2026-02-01T02:35:00Z,78,Charge 6
2026-02-01T02:37:00Z,10,Charge 6
2026-02-01T02:38:00Z,11,Charge 6
2026-02-01T02:39:00Z,8,Charge 6
2026-02-01T02:40:00Z,72,Charge 6
2026-02-01T02:41:00Z,55,Charge 6
2026-02-01T02:42:00Z,61,Charge 6
2026-02-01T02:43:00Z,36,Charge 6
2026-02-01T02:44:00Z,41,Charge 6
2026-02-01T02:45:00Z,7,Charge 6
2026-02-01T02:46:00Z,47,Charge 6
2026-02-01T02:49:00Z,56,Charge 6
2026-02-01T02:50:00Z,23,Charge 6
2026-02-01T03:00:00Z,6,Charge 6
2026-02-01T03:14:00Z,37,Charge 6
2026-02-01T03:18:00Z,4,Charge 6
2026-02-01T03:21:00Z,4,Charge 6
2026-02-01T03:24:00Z,17,Charge 6
2026-02-01T03:26:00Z,8,Charge 6
2026-02-01T03:27:00Z,16,Charge 6
2026-02-01T03:28:00Z,19,Charge 6
2026-02-01T03:29:00Z,6,Charge 6
2026-02-01T03:30:00Z,18,Charge 6
2026-02-01T03:32:00Z,6,Charge 6
2026-02-01T03:33:00Z,27,Charge 6
2026-02-01T03:34:00Z,52,Charge 6
2026-02-01T03:35:00Z,21,Charge 6
2026-02-01T03:36:00Z,32,Charge 6
2026-02-01T03:37:00Z,20,Charge 6
2026-02-01T03:39:00Z,31,Charge 6
2026-02-01T03:40:00Z,22,Charge 6
2026-02-01T03:41:00Z,4,Charge 6
2026-02-01T03:43:00Z,11,Charge 6
2026-02-01T03:44:00Z,18,Charge 6
2026-02-01T03:47:00Z,11,Charge 6
2026-02-01T03:48:00Z,9,Charge 6
2026-02-01T03:56:00Z,8,Charge 6
2026-02-01T03:57:00Z,9,Charge 6
2026-02-01T03:58:00Z,24,Charge 6
2026-02-01T04:01:00Z,8,Charge 6
2026-02-01T04:08:00Z,14,Charge 6
2026-02-01T04:09:00Z,9,Charge 6
2026-02-01T04:11:00Z,15,Charge 6
2026-02-01T04:13:00Z,7,Charge 6
2026-02-01T04:14:00Z,17,Charge 6
2026-02-01T04:15:00Z,8,Charge 6
2026-02-01T04:18:00Z,15,Charge 6
2026-02-01T04:19:00Z,36,Charge 6
2026-02-01T04:20:00Z,9,Charge 6
2026-02-01T04:21:00Z,6,Charge 6
2026-02-01T04:25:00Z,14,Charge 6
2026-02-01T04:26:00Z,1,Charge 6
2026-02-01T04:31:00Z,5,Charge 6
2026-02-01T04:35:00Z,42,Charge 6
2026-02-01T04:37:00Z,14,Charge 6
2026-02-01T04:38:00Z,25,Charge 6
2026-02-01T04:42:00Z,14,Charge 6
2026-02-01T04:43:00Z,9,Charge 6
2026-02-01T04:45:00Z,8,Charge 6
2026-02-01T04:46:00Z,27,Charge 6
2026-02-01T04:47:00Z,36,Charge 6
2026-02-01T04:48:00Z,43,Charge 6
2026-02-01T04:51:00Z,14,Charge 6
2026-02-01T04:52:00Z,11,Charge 6
2026-02-01T04:56:00Z,6,Charge 6
2026-02-01T05:01:00Z,4,Charge 6
2026-02-01T05:02:00Z,18,Charge 6
2026-02-01T05:04:00Z,17,Charge 6
2026-02-01T05:09:00Z,6,Charge 6
2026-02-01T05:14:00Z,20,Charge 6
2026-02-01T05:15:00Z,32,Charge 6
2026-02-01T05:24:00Z,21,Charge 6
2026-02-01T05:25:00Z,62,Charge 6
2026-02-01T05:26:00Z,10,Charge 6
2026-02-01T05:33:00Z,28,Charge 6
2026-02-01T05:34:00Z,69,Charge 6
2026-02-01T05:35:00Z,55,Charge 6
2026-02-01T05:36:00Z,19,Charge 6
2026-02-01T05:37:00Z,20,Charge 6
2026-02-01T05:38:00Z,11,Charge 6
2026-02-01T05:40:00Z,24,Charge 6
2026-02-01T05:41:00Z,29,Charge 6
2026-02-01T05:43:00Z,22,Charge 6
2026-02-01T05:44:00Z,1,Charge 6
2026-02-01T05:49:00Z,11,Charge 6
2026-02-01T05:51:00Z,20,Charge 6
2026-02-01T05:52:00Z,6,Charge 6
2026-02-01T05:55:00Z,6,Charge 6
2026-02-01T05:56:00Z,5,Charge 6
2026-02-01T05:57:00Z,12,Charge 6
2026-02-01T05:58:00Z,6,Charge 6
2026-02-01T05:59:00Z,6,Charge 6
2026-02-01T06:01:00Z,6,Charge 6
2026-02-01T06:02:00Z,6,Charge 6
2026-02-01T06:03:00Z,4,Charge 6
2026-02-01T06:05:00Z,8,Charge 6
2026-02-01T06:20:00Z,7,Charge 6
2026-02-01T06:25:00Z,8,Charge 6
2026-02-01T06:30:00Z,13,Charge 6
2026-02-01T06:35:00Z,7,Charge 6
2026-02-01T07:18:00Z,34,Charge 6
2026-02-01T07:32:00Z,5,Charge 6
2026-02-01T07:39:00Z,7,Charge 6
2026-02-01T07:46:00Z,7,Charge 6
2026-02-01T07:52:00Z,32,Charge 6
2026-02-01T07:53:00Z,15,Charge 6
2026-02-01T07:54:00Z,7,Charge 6
2026-02-01T07:55:00Z,7,Charge 6
2026-02-01T08:04:00Z,7,Charge 6
2026-02-01T08:51:00Z,9,Charge 6
2026-02-01T08:52:00Z,1,Charge 6
2026-02-01T08:53:00Z,37,Charge 6
2026-02-01T08:54:00Z,33,Charge 6
2026-02-01T08:55:00Z,17,Charge 6
2026-02-01T08:57:00Z,8,Charge 6
2026-02-01T09:04:00Z,31,Charge 6
2026-02-01T09:06:00Z,7,Charge 6
2026-02-01T09:07:00Z,5,Charge 6
2026-02-01T09:08:00Z,21,Charge 6
2026-02-01T09:09:00Z,7,Charge 6
2026-02-01T09:11:00Z,11,Charge 6
2026-02-01T09:12:00Z,16,Charge 6
2026-02-01T09:13:00Z,31,Charge 6
2026-02-01T09:14:00Z,5,Charge 6
2026-02-01T09:16:00Z,23,Charge 6
2026-02-01T09:17:00Z,12,Charge 6
2026-02-01T09:19:00Z,6,Charge 6
2026-02-01T09:20:00Z,19,Charge 6
2026-02-01T09:23:00Z,7,Charge 6
2026-02-01T09:24:00Z,18,Charge 6
2026-02-01T09:27:00Z,5,Charge 6
2026-02-01T09:35:00Z,45,Charge 6
2026-02-01T09:37:00Z,13,Charge 6
2026-02-01T09:38:00Z,44,Charge 6
2026-02-01T09:39:00Z,6,Charge 6
2026-02-01T09:40:00Z,13,Charge 6
2026-02-01T09:50:00Z,4,Charge 6
2026-02-01T09:51:00Z,19,Charge 6
2026-02-01T09:52:00Z,9,Charge 6
2026-02-01T09:54:00Z,12,Charge 6
2026-02-01T09:59:00Z,6,Charge 6
2026-02-01T10:02:00Z,6,Charge 6
2026-02-01T10:04:00Z,40,Charge 6
2026-02-01T10:07:00Z,13,Charge 6
2026-02-01T10:11:00Z,4,Charge 6
2026-02-01T10:12:00Z,5,Charge 6
2026-02-01T10:38:00Z,9,Charge 6
2026-02-01T10:39:00Z,6,Charge 6
2026-02-01T10:41:00Z,25,Charge 6
2026-02-01T10:43:00Z,17,Charge 6
2026-02-01T10:46:00Z,8,Charge 6
2026-02-01T10:47:00Z,10,Charge 6
2026-02-01T10:54:00Z,7,Charge 6
2026-02-01T12:01:00Z,6,Charge 6
2026-02-01T12:17:00Z,7,Charge 6
2026-02-01T15:15:00Z,9,Charge 6
2026-02-01T16:55:00Z,7,Charge 6
2026-02-01T17:14:00Z,8,Charge 6
2026-02-01T17:31:00Z,12,Charge 6
2026-02-01T18:18:00Z,24,Charge 6
2026-02-01T18:59:00Z,32,Charge 6
2026-02-01T19:00:00Z,42,Charge 6
2026-02-01T19:01:00Z,33,Charge 6
2026-02-01T19:02:00Z,6,Charge 6
2026-02-01T19:03:00Z,27,Charge 6
2026-02-01T19:07:00Z,12,Charge 6
2026-02-01T19:08:00Z,14,Charge 6
2026-02-01T19:09:00Z,5,Charge 6
2026-02-01T19:10:00Z,23,Charge 6
2026-02-01T19:11:00Z,40,Charge 6
2026-02-01T19:12:00Z,10,Charge 6
2026-02-01T19:13:00Z,45,Charge 6
2026-02-01T19:14:00Z,23,Charge 6
2026-02-01T19:16:00Z,10,Charge 6
2026-02-01T19:17:00Z,13,Charge 6
2026-02-01T19:22:00Z,17,Charge 6
2026-02-01T19:23:00Z,8,Charge 6
2026-02-01T19:25:00Z,9,Charge 6
2026-02-01T19:26:00Z,6,Charge 6
2026-02-01T19:27:00Z,20,Charge 6
2026-02-01T19:30:00Z,9,Charge 6
2026-02-01T19:32:00Z,28,Charge 6
2026-02-01T19:34:00Z,8,Charge 6
2026-02-01T19:35:00Z,20,Charge 6
2026-02-01T19:37:00Z,14,Charge 6
2026-02-01T19:38:00Z,7,Charge 6
2026-02-01T19:39:00Z,7,Charge 6
2026-02-01T19:40:00Z,6,Charge 6
2026-02-01T19:41:00Z,12,Charge 6
2026-02-01T19:42:00Z,20,Charge 6
2026-02-01T19:44:00Z,38,Charge 6
2026-02-01T19:45:00Z,7,Charge 6
2026-02-01T19:46:00Z,34,Charge 6
2026-02-01T19:47:00Z,7,Charge 6
2026-02-01T19:48:00Z,15,Charge 6
2026-02-01T19:54:00Z,16,Charge 6
2026-02-01T19:55:00Z,10,Charge 6
2026-02-01T19:58:00Z,15,Charge 6
2026-02-01T19:59:00Z,27,Charge 6
2026-02-01T20:00:00Z,48,Charge 6
2026-02-01T20:01:00Z,37,Charge 6
2026-02-01T20:02:00Z,11,Charge 6
2026-02-01T20:03:00Z,16,Charge 6
2026-02-01T20:04:00Z,21,Charge 6
2026-02-01T20:05:00Z,14,Charge 6
2026-02-01T20:06:00Z,29,Charge 6
2026-02-01T20:07:00Z,6,Charge 6
2026-02-01T20:08:00Z,10,Charge 6
2026-02-01T20:09:00Z,22,Charge 6
2026-02-01T20:10:00Z,83,Charge 6
2026-02-01T20:11:00Z,13,Charge 6
2026-02-01T20:12:00Z,15,Charge 6
2026-02-01T20:13:00Z,41,Charge 6
2026-02-01T20:14:00Z,87,Charge 6
2026-02-01T20:15:00Z,34,Charge 6
2026-02-01T20:16:00Z,9,Charge 6
2026-02-01T20:19:00Z,15,Charge 6
2026-02-01T20:20:00Z,5,Charge 6
2026-02-01T20:21:00Z,22,Charge 6
2026-02-01T20:25:00Z,27,Charge 6
2026-02-01T20:30:00Z,11,Charge 6
2026-02-01T20:31:00Z,9,Charge 6
2026-02-01T20:32:00Z,9,Charge 6
2026-02-01T20:34:00Z,32,Charge 6
2026-02-01T20:36:00Z,11,Charge 6
2026-02-01T20:37:00Z,18,Charge 6
2026-02-01T20:38:00Z,33,Charge 6
2026-02-01T20:39:00Z,12,Charge 6
2026-02-01T20:40:00Z,7,Charge 6
2026-02-01T20:41:00Z,34,Charge 6
2026-02-01T20:45:00Z,7,Charge 6
2026-02-01T20:46:00Z,7,Charge 6
2026-02-01T20:47:00Z,21,Charge 6
2026-02-01T20:48:00Z,23,Charge 6
2026-02-01T20:50:00Z,7,Charge 6
2026-02-01T20:51:00Z,47,Charge 6
2026-02-01T20:52:00Z,42,Charge 6
2026-02-01T20:53:00Z,51,Charge 6
2026-02-01T20:54:00Z,37,Charge 6
2026-02-01T20:55:00Z,40,Charge 6
2026-02-01T20:56:00Z,25,Charge 6
2026-02-01T20:57:00Z,24,Charge 6
2026-02-01T20:59:00Z,20,Charge 6
2026-02-01T21:40:00Z,7,Charge 6
2026-02-01T21:41:00Z,6,Charge 6
2026-02-01T22:13:00Z,20,Charge 6
2026-02-01T22:19:00Z,14,Charge 6
2026-02-01T22:20:00Z,65,Charge 6
2026-02-01T22:21:00Z,24,Charge 6
2026-02-01T22:22:00Z,79,Charge 6
2026-02-01T22:23:00Z,14,Charge 6
2026-02-01T22:31:00Z,8,Charge 6
2026-02-01T22:34:00Z,8,Charge 6
2026-02-01T22:36:00Z,11,Charge 6
2026-02-01T22:37:00Z,20,Charge 6
2026-02-01T22:38:00Z,27,Charge 6
2026-02-01T22:39:00Z,22,Charge 6
2026-02-01T22:40:00Z,7,Charge 6
2026-02-01T22:41:00Z,28,Charge 6
2026-02-01T22:42:00Z,45,Charge 6
2026-02-01T22:44:00Z,10,Charge 6
2026-02-01T22:48:00Z,27,Charge 6
2026-02-01T22:50:00Z,14,Charge 6
2026-02-01T22:55:00Z,41,Charge 6
2026-02-01T22:57:00Z,27,Charge 6
2026-02-01T22:58:00Z,22,Charge 6
2026-02-01T22:59:00Z,86,Charge 6
2026-02-01T23:00:00Z,20,Charge 6
2026-02-01T23:01:00Z,7,Charge 6
2026-02-01T23:04:00Z,21,Charge 6
2026-02-01T23:05:00Z,7,Charge 6
2026-02-01T23:06:00Z,27,Charge 6
2026-02-01T23:34:00Z,30,Charge 6
2026-02-01T23:39:00Z,7,Charge 6
2026-02-02T00:40:00Z,11,Charge 6
2026-02-02T00:51:00Z,7,Charge 6
2026-02-02T01:01:00Z,26,Charge 6
2026-02-02T01:02:00Z,9,Charge 6
2026-02-02T01:05:00Z,9,Charge 6
2026-02-02T01:12:00Z,12,Charge 6
2026-02-02T01:15:00Z,8,Charge 6
2026-02-02T01:18:00Z,11,Charge 6
2026-02-02T01:19:00Z,23,Charge 6
2026-02-02T01:27:00Z,37,Charge 6
2026-02-02T01:28:00Z,17,Charge 6
2026-02-02T01:29:00Z,7,Charge 6
2026-02-02T01:31:00Z,33,Charge 6
2026-02-02T01:32:00Z,27,Charge 6
2026-02-02T01:33:00Z,7,Charge 6
2026-02-02T01:34:00Z,41,Charge 6
2026-02-02T01:35:00Z,20,Charge 6
2026-02-02T01:36:00Z,37,Charge 6
2026-02-02T01:37:00Z,52,Charge 6
2026-02-02T01:38:00Z,41,Charge 6
2026-02-02T01:39:00Z,22,Charge 6
2026-02-02T01:40:00Z,14,Charge 6
2026-02-02T01:41:00Z,8,Charge 6
2026-02-02T01:42:00Z,10,Charge 6
2026-02-02T01:46:00Z,17,Charge 6
2026-02-02T01:47:00Z,46,Charge 6
2026-02-02T01:48:00Z,21,Charge 6
2026-02-02T01:52:00Z,31,Charge 6
2026-02-02T01:53:00Z,24,Charge 6
2026-02-02T01:54:00Z,27,Charge 6
2026-02-02T01:55:00Z,9,Charge 6
2026-02-02T01:56:00Z,37,Charge 6
2026-02-02T01:57:00Z,1,Charge 6
2026-02-02T01:59:00Z,37,Charge 6
2026-02-02T02:00:00Z,41,Charge 6
2026-02-02T02:01:00Z,24,Charge 6
2026-02-02T02:02:00Z,42,Charge 6
2026-02-02T02:03:00Z,7,Charge 6
2026-02-02T02:04:00Z,27,Charge 6
2026-02-02T02:06:00Z,7,Charge 6
2026-02-02T02:07:00Z,80,Charge 6
2026-02-02T02:08:00Z,21,Charge 6
2026-02-02T02:09:00Z,18,Charge 6
2026-02-02T02:11:00Z,21,Charge 6
2026-02-02T02:12:00Z,8,Charge 6
2026-02-02T02:13:00Z,38,Charge 6
2026-02-02T02:14:00Z,12,Charge 6
2026-02-02T02:15:00Z,23,Charge 6
2026-02-02T02:16:00Z,27,Charge 6
2026-02-02T02:17:00Z,8,Charge 6
2026-02-02T02:22:00Z,6,Charge 6
2026-02-02T02:23:00Z,3,Charge 6
2026-02-02T02:30:00Z,5,Charge 6
2026-02-02T02:33:00Z,12,Charge 6
2026-02-02T02:47:00Z,47,Charge 6
2026-02-02T02:48:00Z,27,Charge 6
2026-02-02T02:50:00Z,16,Charge 6
2026-02-02T02:51:00Z,25,Charge 6
2026-02-02T02:52:00Z,97,Charge 6
2026-02-02T02:53:00Z,112,Charge 6
2026-02-02T02:54:00Z,120,Charge 6
2026-02-02T02:55:00Z,118,Charge 6
2026-02-02T02:56:00Z,118,Charge 6
2026-02-02T02:57:00Z,90,Charge 6
2026-02-02T02:58:00Z,70,Charge 6
2026-02-02T02:59:00Z,109,Charge 6
2026-02-02T03:00:00Z,115,Charge 6
2026-02-02T03:01:00Z,115,Charge 6
2026-02-02T03:02:00Z,113,Charge 6
2026-02-02T03:03:00Z,97,Charge 6
2026-02-02T03:04:00Z,42,Charge 6
2026-02-02T03:10:00Z,18,Charge 6
2026-02-02T03:12:00Z,25,Charge 6
2026-02-02T03:13:00Z,41,Charge 6
2026-02-02T03:14:00Z,2,Charge 6
2026-02-02T03:15:00Z,19,Charge 6
2026-02-02T03:16:00Z,22,Charge 6
2026-02-02T03:18:00Z,37,Charge 6
2026-02-02T03:19:00Z,30,Charge 6
2026-02-02T03:20:00Z,47,Charge 6
2026-02-02T03:21:00Z,59,Charge 6
2026-02-02T03:22:00Z,53,Charge 6
2026-02-02T03:23:00Z,58,Charge 6
2026-02-02T03:24:00Z,46,Charge 6
2026-02-02T03:25:00Z,37,Charge 6
2026-02-02T03:26:00Z,76,Charge 6
2026-02-02T03:27:00Z,60,Charge 6
2026-02-02T03:28:00Z,59,Charge 6
2026-02-02T03:29:00Z,67,Charge 6
2026-02-02T03:30:00Z,107,Charge 6
2026-02-02T03:31:00Z,121,Charge 6
2026-02-02T03:32:00Z,79,Charge 6
2026-02-02T03:33:00Z,23,Charge 6
2026-02-02T06:26:00Z,15,Charge 6
2026-02-02T15:57:00Z,20,Charge 6
2026-02-02T17:05:00Z,1,Charge 6
2026-02-02T17:15:00Z,80,Charge 6
2026-02-02T20:43:00Z,74,Charge 6
2026-02-03T01:56:00Z,75,Charge 6
2026-02-03T03:03:00Z,35,Charge 6
2026-02-03T03:57:00Z,42,Charge 6
2026-02-03T03:58:00Z,108,Charge 6
2026-02-03T03:59:00Z,109,Charge 6
2026-02-03T04:00:00Z,109,Charge 6
2026-02-03T04:01:00Z,46,Charge 6
2026-02-03T04:03:00Z,31,Charge 6
2026-02-03T04:04:00Z,11,Charge 6
2026-02-03T04:07:00Z,88,Charge 6
2026-02-03T04:08:00Z,107,Charge 6
2026-02-03T04:09:00Z,21,Charge 6
2026-02-03T04:37:00Z,99,Charge 6
2026-02-03T04:38:00Z,9,Charge 6
2026-02-03T04:43:00Z,11,Charge 6
2026-02-03T04:44:00Z,20,Charge 6
2026-02-03T04:45:00Z,114,Charge 6
2026-02-03T04:46:00Z,20,Charge 6
2026-02-03T04:47:00Z,25,Charge 6
2026-02-03T04:48:00Z,12,Charge 6
2026-02-03T04:49:00Z,94,Charge 6
2026-02-03T04:50:00Z,109,Charge 6
2026-02-03T04:51:00Z,100,Charge 6
2026-02-03T04:52:00Z,29,Charge 6
2026-02-03T06:13:00Z,58,Charge 6
2026-02-03T06:14:00Z,92,Charge 6
2026-02-03T07:20:00Z,35,Charge 6
2026-02-03T07:21:00Z,18,Charge 6
2026-02-03T07:22:00Z,7,Charge 6
2026-02-03T07:23:00Z,85,Charge 6
2026-02-03T07:24:00Z,108,Charge 6
2026-02-03T07:25:00Z,113,Charge 6
2026-02-03T07:26:00Z,37,Charge 6
2026-02-03T07:27:00Z,7,Charge 6
2026-02-03T07:28:00Z,18,Charge 6
2026-02-03T07:31:00Z,26,Charge 6
2026-02-03T07:32:00Z,35,Charge 6
2026-02-03T17:05:00Z,11,Charge 6
2026-02-03T19:22:00Z,49,Charge 6
2026-02-03T19:23:00Z,22,Charge 6
2026-02-03T19:25:00Z,26,Charge 6
2026-02-03T19:26:00Z,12,Charge 6
2026-02-03T19:27:00Z,10,Charge 6
2026-02-03T19:28:00Z,8,Charge 6
2026-02-03T19:30:00Z,9,Charge 6
2026-02-03T19:31:00Z,1,Charge 6
2026-02-03T19:32:00Z,16,Charge 6
2026-02-03T19:33:00Z,64,Charge 6
2026-02-03T19:34:00Z,6,Charge 6
2026-02-03T19:35:00Z,18,Charge 6
2026-02-04T01:59:00Z,22,Charge 6
2026-02-04T02:00:00Z,7,Charge 6
2026-02-04T02:01:00Z,5,Charge 6
2026-02-04T02:02:00Z,64,Charge 6
2026-02-04T02:04:00Z,44,Charge 6
2026-02-04T02:05:00Z,12,Charge 6
2026-02-04T02:13:00Z,8,Charge 6
2026-02-04T02:51:00Z,34,Charge 6
2026-02-04T02:54:00Z,8,Charge 6
2026-02-04T03:02:00Z,14,Charge 6
2026-02-04T03:03:00Z,3,Charge 6
2026-02-04T03:08:00Z,7,Charge 6
2026-02-04T03:16:00Z,7,Charge 6
2026-02-04T03:17:00Z,13,Charge 6
2026-02-04T03:20:00Z,12,Charge 6
2026-02-04T03:30:00Z,11,Charge 6
2026-02-04T03:32:00Z,7,Charge 6
2026-02-04T03:35:00Z,7,Charge 6
2026-02-04T03:40:00Z,17,Charge 6
2026-02-04T03:41:00Z,9,Charge 6
2026-02-04T03:48:00Z,6,Charge 6
2026-02-04T04:55:00Z,17,Charge 6
2026-02-04T05:02:00Z,9,Charge 6
2026-02-04T05:26:00Z,27,Charge 6
2026-02-04T05:27:00Z,28,Charge 6
2026-02-04T05:28:00Z,19,Charge 6
2026-02-04T05:29:00Z,40,Charge 6
2026-02-04T05:31:00Z,27,Charge 6
2026-02-04T05:32:00Z,18,Charge 6
2026-02-04T05:33:00Z,8,Charge 6
2026-02-04T05:41:00Z,11,Charge 6
2026-02-04T06:41:00Z,30,Charge 6
2026-02-04T06:42:00Z,42,Charge 6
2026-02-04T06:43:00Z,20,Charge 6
2026-02-04T06:44:00Z,6,Charge 6
2026-02-04T06:47:00Z,20,Charge 6
2026-02-04T06:48:00Z,8,Charge 6
2026-02-04T06:49:00Z,33,Charge 6
2026-02-04T06:50:00Z,28,Charge 6
2026-02-04T06:51:00Z,52,Charge 6
2026-02-04T06:53:00Z,63,Charge 6
2026-02-04T06:54:00Z,17,Charge 6
2026-02-04T06:55:00Z,20,Charge 6
2026-02-04T06:56:00Z,67,Charge 6
2026-02-04T06:57:00Z,9,Charge 6
2026-02-04T06:59:00Z,14,Charge 6
2026-02-04T07:00:00Z,7,Charge 6
2026-02-04T07:02:00Z,12,Charge 6
2026-02-04T07:03:00Z,11,Charge 6
2026-02-04T07:04:00Z,27,Charge 6
2026-02-04T07:06:00Z,14,Charge 6
2026-02-04T07:10:00Z,23,Charge 6
2026-02-04T07:11:00Z,4,Charge 6
2026-02-04T07:12:00Z,53,Charge 6
2026-02-04T07:13:00Z,16,Charge 6
2026-02-04T07:14:00Z,10,Charge 6
2026-02-04T07:15:00Z,7,Charge 6
2026-02-04T07:17:00Z,9,Charge 6
2026-02-04T07:35:00Z,25,Charge 6
2026-02-04T07:36:00Z,17,Charge 6
2026-02-04T07:40:00Z,21,Charge 6
2026-02-04T07:42:00Z,7,Charge 6
2026-02-04T08:04:00Z,31,Charge 6
2026-02-04T08:05:00Z,24,Charge 6
2026-02-04T08:10:00Z,8,Charge 6
2026-02-04T08:12:00Z,10,Charge 6
2026-02-04T08:14:00Z,18,Charge 6
2026-02-04T08:19:00Z,8,Charge 6
2026-02-04T08:26:00Z,7,Charge 6
2026-02-04T08:29:00Z,22,Charge 6
2026-02-04T08:30:00Z,8,Charge 6
2026-02-04T08:32:00Z,15,Charge 6
2026-02-04T08:34:00Z,23,Charge 6
2026-02-04T08:35:00Z,77,Charge 6
2026-02-04T08:36:00Z,70,Charge 6
2026-02-04T08:37:00Z,32,Charge 6
2026-02-04T09:14:00Z,10,Charge 6
2026-02-04T09:15:00Z,11,Charge 6
2026-02-04T13:51:00Z,17,Charge 6
2026-02-04T13:53:00Z,26,Charge 6
2026-02-04T13:55:00Z,13,Charge 6
2026-02-04T13:57:00Z,11,Charge 6
2026-02-04T13:59:00Z,25,Charge 6
2026-02-04T14:00:00Z,54,Charge 6
2026-02-04T14:01:00Z,29,Charge 6
2026-02-04T14:02:00Z,11,Charge 6
2026-02-04T14:03:00Z,31,Charge 6
2026-02-04T14:04:00Z,38,Charge 6
2026-02-04T14:05:00Z,40,Charge 6
2026-02-04T14:06:00Z,17,Charge 6
2026-02-04T14:07:00Z,48,Charge 6
2026-02-04T14:08:00Z,5,Charge 6
