type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2025-09-01T00:58,2025-09-01T08:08,430,31.781162790697675,92.20155210642952,145.28747956012376,0.5638527821135336,1.1096043896195533
IDT,2025-09-02T00:51,2025-09-02T08:35:30,465,31.726451612903226,37.1328159645218,367.3699054225581,0.5488148600753711,1.0992507949064687
IDT,2025-09-02T23:14:30,2025-09-03T08:36:30,560,31.82339285714286,54.28709677419101,239.20621227892116,0.535373087723895,1.0766870021187342
IDT,2025-09-03T23:15:30,2025-09-04T08:00:30,514,31.491828793774317,-79.55039267577558,273.89748049597256,0.524873564938853,1.0644707110576115
IDT,2025-09-04T23:18,2025-09-05T07:12,466,30.990128755364807,-268.7011086474504,873.7308278719429,0.5347014269939684,1.0891634955794223
IDT,2025-09-05T23:49,2025-09-06T05:39:30,351,31.744444444444444,34.34477076031544,599.8272458078573,0.523089744205961,1.0977577603268323
IDT,2025-09-06T23:09,2025-09-07T07:02:30,474,31.275105485232068,-138.2350332594233,829.0804312662221,0.5186708188864358,1.1124763829794135
IDT,2025-09-07T23:48:30,2025-09-08T08:35:30,512,31.68046875,29.114412416851337,666.1202519733924,0.5081950409626763,1.114153427196068
IDT,2025-09-08T23:12:30,2025-09-09T08:02:30,530,31.603962264150944,0.0,432.7816792454105,0.4984943145446259,1.1059882012421154
IDT,2025-09-10T01:51:30,2025-09-10T08:28:30,391,31.88772378516624,95.99373673349146,227.44833118189126,0.4909234240117835,1.0954702067761966
IDT,2025-09-11T00:25,2025-09-11T06:51,386,31.43963730569948,-63.42943396226292,321.92658832331654,0.48408047355143324,1.0914822283392909
IDT,2025-09-12T01:52,2025-09-12T07:55:30,362,32.58922651933702,328.97031249999964,838.9023107910762,0.508184661184205,1.1023417743364667
IDT,2025-09-13T00:14,2025-09-13T08:08,474,32.19198312236287,220.66193548387128,733.4146197710652,0.4943947729378346,1.1054108946288215
IDT,2025-09-13T23:40,2025-09-14T08:12:30,511,31.758904109589043,7.388888888888687,613.6438271604711,0.4929217280913422,1.100409553145596
IDT,2025-09-15T01:53:30,2025-09-15T07:49:30,356,30.99241573033708,-267.7222222222226,355.3443209877005,0.5067799691556968,1.1096502286023844
IDT,2025-09-16T01:48:30,2025-09-16T08:49,419,31.18377088305489,-227.38322580645217,961.9661369406385,0.5063751822180523,1.1184913392302227
IDT,2025-09-17T00:27,2025-09-17T08:26:30,480,32.17958333333333,208.8666666666686,685.7859259258257,0.512824890116581,1.1314676251475193
IDT,2025-09-18T00:04:30,2025-09-18T07:35:30,448,32.60111607142857,377.3109589041087,615.0852448864607,0.5173646925059311,1.1435431124546294
IDT,2025-09-18T23:27:30,2025-09-19T08:29:30,534,32.00205992509363,129.84520547945067,465.6403509101365,0.5185145792645138,1.1495385772835165
IDT,2025-09-19T22:55:30,2025-09-20T06:27:30,452,31.60287610619469,-70.52465753424804,282.83008256705943,0.5175145637301894,1.1481798007013544
IDT,2025-09-20T23:56:30,2025-09-21T06:34,397,31.662972292191437,-32.34444444444307,141.30086419754662,0.5153963753018466,1.1463182567654349
IDT,2025-09-22T01:29,2025-09-22T04:35,186,32.25698924731183,93.98858447488601,362.26975275052246,0.5138447490175531,1.1493835984066474
IDT,2025-09-23T00:34:30,2025-09-23T07:29:30,415,32.37927710843373,252.83611819050566,632.5005847268039,0.48917546639613346,1.1507725901512662
IDT,2025-09-24T00:44:30,2025-09-24T09:36,530,33.47150943396227,884.6927533222588,1716.1369014733937,0.5648656758690549,1.1752900547336085
IDT,2025-09-25T03:46,2025-09-25T07:18:30,213,31.20985915492958,-119.31712488053563,116.62768211151706,0.5673794148977768,1.1626751077602118
IDT,2025-09-26T01:27,2025-09-26T08:45,436,31.95045871559633,78.665415737496,371.82313677319326,0.5442052257451829,1.1235519762322166
IDT,2025-09-27T02:04:30,2025-09-27T08:23,378,32.81269841269841,394.1273558458106,656.5618323440431,0.5586392944087387,1.1089251881626216
IDT,2025-09-28T00:44,2025-09-28T07:43:30,420,31.989047619047618,78.44331395348672,560.9604607238434,0.5474947921602067,1.1080185987833784
IDT,2025-09-28T23:23:30,2025-09-29T07:28,483,32.72194616977226,444.19981104651197,801.2638760532718,0.5686097275130271,1.0968645524406069
IDT,2025-09-29T23:30,2025-09-30T07:15:30,455,31.783736263736262,0.5854651162790105,234.2004016910214,0.5657717790867324,1.0947795376996818
IDT,2025-09-30T23:44:30,2025-10-01T06:51,426,32.605633802816904,341.68149725274634,705.2386985089397,0.5800060555804667,1.1108326355281506